#TYPE Selected.System.String
"SAM","DN","MemberOf","pwdAge","disabled","pWDneverExpires"
"svc_C1B-Apps-Prod","CN=svc_C1B-Apps-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_C1B-Apps-Test","CN=svc_C1B-Apps-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_C1B-Infra-Prod","CN=svc_C1B-Infra-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_C1B-Infra-Test","CN=svc_C1B-Infra-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_c1blogtest","CN=svc_c1blogtest,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_C1B-Processing-P","CN=svc_C1B-Processing-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","14","FALSE","TRUE"
"svc_C1B-Processing-T","CN=svc_C1B-Processing-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","14","FALSE","TRUE"
"svc_C1B-TF-Prod","CN=svc_C1B-TF-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_C1B-TF-Test","CN=svc_C1B-TF-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_C1B-Web-Prod","CN=svc_C1B-Web-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_C1B-Web-Test","CN=svc_C1B-Web-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_fleetadmin_ldap","CN=svc_fleetadmin_ldap,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","774","FALSE","TRUE"
"SVC_MQTEST","CN=SVC_MQTEST,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","836","FALSE","TRUE"
"svc_phxSecretServer","CN=svc_phxSecretServer,OU=PHX_Service_Accounts,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","598","FALSE","TRUE"
"svc_rsa","CN=svc_rsa,OU=PHX_Service_Accounts,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","78","FALSE","TRUE"
"svc_rsa","CN=svc_rsa,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_SASAdmin","CN=svc_SASAdmin,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_SASBackupCV","CN=svc_SASBackupCV,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_SASdemo","CN=svc_SASdemo,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","78","TRUE","TRUE"
"svc_SASsrv","CN=svc_SASsrv,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_scrutinizer_ldap","CN=svc_scrutinizer_ldap,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_secsvr","CN=svc_secsvr,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","903","FALSE","TRUE"
"svc_securid_ldap","CN=svc_securid_ldap,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","106","FALSE","TRUE"
"SVC_SPAdmin-EntTest","CN=SVC_SPAdmin-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","552","FALSE","TRUE"
"SVC_SPApp-Ent","CN=SVC_SPApp-Ent,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","381","FALSE","TRUE"
"svc_spfarm","CN=svc_spfarm,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_spfarm_test","CN=svc_spfarm_test,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"SVC_SPFarm-Ent","CN=SVC_SPFarm-Ent,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","381","FALSE","TRUE"
"SVC_SPFarm-EntTest","CN=SVC_SPFarm-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","552","FALSE","TRUE"
"SVC_SPPWA-ENT","CN=SVC_SPPWA-ENT,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","381","FALSE","TRUE"
"svc_spreporting","CN=svc_SPReporting,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","2614","FALSE","TRUE"
"svc_SPSearch","CN=svc_SPSearch,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"SVC_SPSearch-EntTest","CN=SVC_SPSearch-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","552","FALSE","TRUE"
"SVC_SPServices-Ent","CN=SVC_SPServices-Ent,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","381","FALSE","TRUE"
"SVC_SPUserProfiles-E","CN=SVC_SPUserProfiles-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","552","FALSE","TRUE"
"SVC_SPWebApp-EntTest","CN=SVC_SPWebApp-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","552","FALSE","TRUE"
"svc_sqldm","CN=svc_sqldm,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_SQLReplAgentProd","CN=svc_SQLReplAgentProd,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","11","FALSE","TRUE"
"svc_SQLServer","CN=svc_SQLServer,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"Svc_SQLServer_test","CN=Svc_SQLServer_test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_sqluser_test","CN=svc_sqluser_test,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"SVC_SS-Test","CN=SVC_SS-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1340","TRUE","FALSE"
"SVC_SSTEST01","CN=SVC_SSTEST01,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1342","FALSE","FALSE"
"SVC_SSTEST02","CN=SVC_SSTEST02,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1333","FALSE","FALSE"
"svc_Tableau-Prod","CN=svc_Tableau-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","50","FALSE","TRUE"
"svc_Tableau-Test","CN=svc_Tableau-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_triton","CN=svc_triton,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","319","FALSE","TRUE"
"svc_uniflow","CN=svc_uniflow,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_visix","CN=svc_visix,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","991","FALSE","TRUE"
"svcETLAdmin","CN=svcETLAdmin,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","50","FALSE","TRUE"
"svcfilewatcher","CN=svcFile Watcher,OU=UserAccounts,OU=Disabled,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1984","TRUE","FALSE"
"tarantom","CN=tarantom,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","71","FALSE","FALSE"
"tejidoa","CN=tejidoa,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","97","FALSE","FALSE"
"thomasg","CN=thomasg,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"thotaa","CN=thotaa,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","6","FALSE","FALSE"
"timer","CN=timer,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","2397","FALSE","FALSE"
"vanderbeekj","CN=vanderbeekj,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","18","FALSE","FALSE"
"Vbell.Advisor","CN=Vbell Advisor,OU=Specialty_Apps,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","74","FALSE","FALSE"
"vigos","CN=vigos,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"Vratrey.Advisor","CN=Vratrey Advisor,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","42","FALSE","FALSE"
"wahlenj","CN=wahlenj,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","25","FALSE","FALSE"
"websense","CN=Websense,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","2372","FALSE","TRUE"
"wharp.dr","CN=William Harp.DR,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","383","FALSE","FALSE"
"whuggins.dr","CN=William Huggins DR,OU=Technical_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","118","FALSE","FALSE"
"wimberleym","CN=wimberleym,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","11","FALSE","FALSE"
"winservices","CN=winservices,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","31","FALSE","FALSE"
"wrighta","CN=wrighta,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","59","FALSE","FALSE"
"wschindele.advisor","CN=WSchindele Advisor,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"yalemu.Advisor","CN=YAlemu Advisor,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","88","FALSE","FALSE"
"YVargas.Advisor","CN=YVargas Advisor,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","14","FALSE","FALSE"
"dthd.templateadvisor","CN=_Desktop_HD Template Advisor,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Account Operators,CN=Builtin,DC=fnbm,DC=corp","830","TRUE","FALSE"
"clinej","CN=clinej,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Account Operators,CN=Builtin,DC=fnbm,DC=corp","34","FALSE","FALSE"
"holmesk","CN=holmesk,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Account Operators,CN=Builtin,DC=fnbm,DC=corp","12","FALSE","FALSE"
"isacoffd","CN=isacoffd,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Account Operators,CN=Builtin,DC=fnbm,DC=corp","10","FALSE","FALSE"
"listonw","CN=listonw,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Account Operators,CN=Builtin,DC=fnbm,DC=corp","27","FALSE","FALSE"
"martindalek","CN=martindalek,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Account Operators,CN=Builtin,DC=fnbm,DC=corp","33","FALSE","FALSE"
"oconnerm","CN=oconnerm,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Account Operators,CN=Builtin,DC=fnbm,DC=corp","66","FALSE","FALSE"
"smithl","CN=smithl,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Account Operators,CN=Builtin,DC=fnbm,DC=corp","84","FALSE","FALSE"
"Wwinsys.Advisor","CN=_WinSys Template Advisor,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","1018","FALSE","TRUE"
"adkinsj","CN=adkinsj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","52","FALSE","FALSE"
"battistaj","CN=battistaj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","28","FALSE","FALSE"
"blatnikj","CN=blatnikj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","5","FALSE","FALSE"
"bourlandj","CN=bourlandj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","40","FALSE","FALSE"
"eufemioa","CN=eufemioa,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","13","FALSE","FALSE"
"fedein","CN=fedein,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","81","FALSE","FALSE"
"galaxysvc","CN=galaxysvc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","50","FALSE","TRUE"
"HugginsW","CN=hugginsw,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","28","FALSE","FALSE"
"infra_svc","CN=INFRA SVC,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","15","FALSE","TRUE"
"leavitts","CN=leavitts,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","46","FALSE","FALSE"
"tarantom","CN=tarantom,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","71","FALSE","FALSE"
"winservices","CN=winservices,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Enterprise Admins,CN=Users,DC=fnbm,DC=corp","31","FALSE","FALSE"
"Wwinsys.Advisor","CN=_WinSys Template Advisor,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","1018","FALSE","TRUE"
"adkinsj","CN=adkinsj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","52","FALSE","FALSE"
"battistaj","CN=battistaj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","28","FALSE","FALSE"
"blatnikj","CN=blatnikj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","5","FALSE","FALSE"
"bourlandj","CN=bourlandj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","40","FALSE","FALSE"
"fedein","CN=fedein,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","81","FALSE","FALSE"
"galaxysvc","CN=galaxysvc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","50","FALSE","TRUE"
"cbrown","CN=gwashington,CN=Users,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","168","FALSE","FALSE"
"leavitts","CN=leavitts,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","46","FALSE","FALSE"
"tarantom","CN=tarantom,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","71","FALSE","FALSE"
"winservices","CN=winservices,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Schema Admins,CN=Users,DC=fnbm,DC=corp","31","FALSE","FALSE"
"Unix.Templateadvisor","CN=_Unix Templateadvisor,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","282","FALSE","TRUE"
"Wwinsys.Advisor","CN=_WinSys Template Advisor,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","1018","FALSE","TRUE"
"advent.svc","CN=Advent Svc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","15","FALSE","TRUE"
"DowdR","CN=DowdR,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"svc_eset","CN=ESET Service Account,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","50","FALSE","TRUE"
"eufemioa","CN=eufemioa,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","13","FALSE","FALSE"
"fretsp","CN=fretsp,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","78","FALSE","TRUE"
"cbrown","CN=gwashington,CN=Users,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","168","FALSE","FALSE"
"HarpW","CN=HarpW,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","83","FALSE","FALSE"
"idsscan","CN=IDS Scan,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","3689","FALSE","FALSE"
"infra_svctest","CN=INFRA SVC TEST,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","2119","FALSE","TRUE"
"infra_svc","CN=INFRA SVC,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","15","FALSE","TRUE"
"ironport","CN=Iron Port,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","15","FALSE","TRUE"
"McAteeM","CN=McAteeM,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","26","FALSE","FALSE"
"NakamaW","CN=NakamaW,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","32","FALSE","FALSE"
"nas_svc","CN=nas_svc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_st_winsys","CN=Scheduled Tasks WinSys,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","349","FALSE","TRUE"
"ssadmnpri","CN=SecretSvrPrivileged,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","38","FALSE","TRUE"
"svc_securid","CN=SecurID Service Account,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","868","FALSE","TRUE"
"smithl","CN=smithl,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","84","FALSE","FALSE"
"svc_fleetadmin_ldap","CN=svc_fleetadmin_ldap,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","774","FALSE","TRUE"
"svc_rsa","CN=svc_rsa,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_scrutinizer_ldap","CN=svc_scrutinizer_ldap,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_securid_ldap","CN=svc_securid_ldap,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","106","FALSE","TRUE"
"svc_triton","CN=svc_triton,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Domain Admins,CN=Users,DC=fnbm,DC=corp","319","FALSE","TRUE"
