#TYPE Selected.Microsoft.SharePoint.Administration.SPFeatureDefinition
"Id","DisplayName","Scope","CompatibilityLevel"
"034947cc-c424-47cd-a8d1-6014f0e36925","MySiteQuickLaunch","Web","15"
"03509cfb-8b2f-4f46-a4c9-8316d1e62a4b","EduAdminLinks","Web","15"
"03b0a3dc-93dd-4c68-943e-7ec56e65ed4d","OSSSearchEndUserHelpFeature","Site","15"
"043fe474-45ae-4839-9f3e-8b93d4822cea","AgreeYa Help Desk SiteWebTemplate","Site","15"
"04a98ac6-82d5-4e01-80ea-c0b7d9699d94","MyTasksDashboardCustomRedirect","Farm","15"
"05891451-f0c4-4d4e-81b1-0dabd840bad4","PPSMonDatasourceCtype","Site","15"
"063c26fa-3ccc-4180-8a84-b6f98e991df3","LocationBasedPolicy","Site","15"
"065c78be-5231-477e-a972-14177cc5b3c7","BizAppsListTemplates","Web","15"
"068bc832-4951-11dc-8314-0800200c9a66","EnhancedTheming","Site","15"
"068f8656-bea6-4d60-a5fa-7f077f8f5c20","OsrvLinks","Web","15"
"071de60d-4b02-4076-b001-b456e93146fe","HelpLibrary","Site","15"
"073232a0-1868-4323-a144-50de99c70efc","SearchCenterLiteFiles","Web","15"
