"MMs Column Name","MMS Column Value","Item URL","List Name","List URL"
"ImageTags","Engagement Events;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=490","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Kelsey Logos;Health;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=491","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Flu Campaign;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=492","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Flu Campaign;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=493","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Flu Campaign;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=496","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=497","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","UKG;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=498","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Computer;Training;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=499","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","UKG;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=500","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=501","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","benefits;Discounts;Training;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=506","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=507","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;Kelsey Logos;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=515","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=519","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Kelsey Logos;News;Connections;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=520","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;National Weeks;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=521","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;National Weeks;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=522","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;National Weeks;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=523","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Clinic;National Weeks;people;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=524","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;National Weeks;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=525","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","National Weeks;people;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=526","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","National Weeks;people;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=527","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","National Weeks;people;Finance;Payroll;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=528","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","benefits;EAP;Health;Wellness;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=529","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Flu Campaign;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=530","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;National Weeks;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=531","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=532","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Kelsey Logos;National Weeks;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=533","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;National Weeks;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=535","Images","https://prod-pulse.kscpulse.com/PublishingImages"
