"ServerName","IISVersion","Pingable","PSComputerName","RunspaceId","PSShowComputerName"
"PHXMT04.phx.fnbm.corp","Version8.0","True","localhost","ae677ac1-b3f5-4c81-af17-0f3e1d24fede","False"
"PHXMT05.phx.fnbm.corp","Version8.0","True","localhost","1abe37c2-7a48-4504-921e-6e6ad537c542","False"
"PHXMT06.phx.fnbm.corp","Version8.0","True","localhost","eb680dd6-892d-4190-8070-c46c02118f30","False"
"PHXMT07.phx.fnbm.corp","Version8.0","True","localhost","23fec7d8-0428-446c-ab22-48c29a294b86","False"
"PHXMT08.phx.fnbm.corp","Version8.0","True","localhost","6f883384-25e5-4bd0-9ffd-d6b1a59a3fe7","False"
"PHXMT09.phx.fnbm.corp","Version8.0","True","localhost","9f8adb09-765a-48a1-ae8f-044c8df9a2c9","False"
"PHXMT10.phx.fnbm.corp","Version8.0","True","localhost","57ba1ad0-a35d-4f2c-b7c3-d7cd15a9eb1d","False"
"PHXMT11.phx.fnbm.corp","Version8.0","True","localhost","2877bf83-6b48-4382-9175-2238a8fca55b","False"
"PHXMT12.phx.fnbm.corp","Version8.0","True","localhost","1616079c-87db-4a12-8c5a-e5788dbc5060","False"
"PHXPROCESS01.phx.fnbm.corp","Not Installed.","True","localhost","ae2180c6-2bcc-4539-8512-cc9d722c78d0","False"
"PHXPROCESS02.phx.fnbm.corp","Not Installed.","True","localhost","d7ed7402-525c-474c-997f-c26739a99e11","False"
"PHXPROCESS03.phx.fnbm.corp","Not Installed.","True","localhost","ccb6e37b-acff-466a-a3f7-9ad74c1f93f1","False"
"PHXSQL01.phx.fnbm.corp","Not Installed.","True","localhost","ae92cc37-fa6f-4f56-87e3-b21045ea0876","False"
"PHXSVC03.phx.fnbm.corp","Version8.0","True","localhost","17eddcf6-4231-43a2-b0ce-362fe4a91dac","False"
"PHXSVC04.phx.fnbm.corp","Version8.0","True","localhost","9faad2ad-e123-42f3-b9a5-6e92aeba7e68","False"
"PHXVCS01.phx.fnbm.corp","Not Installed.","True","localhost","c1fa0a78-6cf3-4617-a627-c0e3c5fa08e8","False"
"PHXWEB01.phx.fnbm.corp","Version8.5","True","localhost","e0980510-7a41-48f0-8a53-a1f5a8713449","False"
"PHXWEB02.phx.fnbm.corp","Version8.5","True","localhost","ba2abccf-93a3-4cb9-bb4d-285c1a0f7d82","False"
"PHXWEB03.phx.fnbm.corp","Version8.5","True","localhost","f869b252-cbfb-4b6e-aee6-707524c46ba3","False"
"PHXWEB04.phx.fnbm.corp","Version8.5","True","localhost","03b691bb-ff40-41d6-bb5d-394467ab8645","False"
"PHXWEB05.phx.fnbm.corp","Version8.5","True","localhost","495600d1-677c-4f74-b498-1cce1eb037bd","False"
"PHXWEB06.phx.fnbm.corp","Version8.5","True","localhost","8b5d5979-023c-46cb-a1e6-4ea963dc4531","False"
"PHXWEB07.phx.fnbm.corp","Version8.5","True","localhost","71ed718b-c545-4330-b715-139abd8ba7ee","False"
"PHXWEB08.phx.fnbm.corp","Version8.5","True","localhost","d61fc4e6-f349-42d8-874b-2d56dc487e03","False"
"PHXWEB09.phx.fnbm.corp","Version8.5","True","localhost","14e42d9b-dcab-453e-a286-8c976a01a3d9","False"
"PHXWEB10.phx.fnbm.corp","Version8.5","True","localhost","1f71bcd5-1df6-4394-8566-4e48e7f055b2","False"
"PHXWEB11.phx.fnbm.corp","Version8.5","True","localhost","c41bd46c-41df-4d92-af52-1ef4e37dd086","False"
"PHXWEB12.phx.fnbm.corp","Version8.5","True","localhost","5f0ecdff-8268-4e45-a3f0-736c04c16ad3","False"
"PSTEST02.fnbm.corp","Version8.5","True","localhost","cd9f0380-55f4-467d-aeb7-a3d2ce9849d8","False"
"lasaeASX01web01.fnbm.corp","Version10.0","True","localhost","5bc3c45e-f527-424e-8c3d-d7994c806130","False"
"lascasmt01.fnbm.corp","Version8.0","True","localhost","6b996f99-f1dc-4385-b18b-d5fbed2e9790","False"
"lascasmt02.fnbm.corp","Version8.0","True","localhost","7c55788c-b336-4f69-8aab-38db7197fa7c","False"
"lascasmt03.fnbm.corp","Version8.0","True","localhost","3ef5d03c-fa2f-4aa3-8437-b2b1b284b224","False"
"lascoll01.fnbm.corp","Version8.0","True","localhost","57fcb846-c4cc-47c2-8609-06224188513b","False"
"lascoll02.fnbm.corp","Version8.0","True","localhost","c11c5138-0bcc-438e-8d8c-aa8285c97356","False"
"lascoll03.fnbm.corp","Version8.0","True","localhost","c9d8b400-9e3f-4062-a7ca-036ed4644146","False"
"lascoll04.fnbm.corp","Version8.0","True","localhost","b8328b10-7f8a-4a90-a355-7538d9b4c511","False"
"lascoll05.fnbm.corp","Version8.0","True","localhost","7c20bfb9-dc1f-4a9a-84eb-1e025bb68df7","False"
"lascoll06.fnbm.corp","Version8.0","True","localhost","bdda2748-bb9d-463e-aa65-7ad4a69622d9","False"
"lascoll07.fnbm.corp","Version8.0","True","localhost","7665b8ae-f3ab-477f-8e19-f3c348993549","False"
"lasetl01.fnbm.corp","Version7.5","True","localhost","ff3b7161-9b7a-4122-bf77-ad00a9a5af9c","False"
"lasprint02.fnbm.corp","Version8.5","True","localhost","bbd1270c-0c8e-4f3c-a11e-7d601d1cf947","False"
"phxmerit01.phx.fnbm.corp","Not Installed.","True","localhost","f39c4fa4-ae3a-4ac4-9715-49e23d04ea5f","False"
