LASEXCH04,Microsoft Exchange Mailbox Transport Submission,Running,Automatic
LASEXCH04,Microsoft Exchange Throttling,Running,Automatic
LASEXCH04,Microsoft Exchange Transport,Running,Automatic
LASEXCH04,Microsoft Exchange Transport Log Search,Running,Automatic
LASEXCH04,Microsoft Exchange Unified Messaging,Running,Automatic
LASEXCH04,Microsoft Exchange Unified Messaging Call Router,Running,Automatic
LASEXCH04,Microsoft iSCSI Initiator Service,Stopped,Manual
LASEXCH04,Windows Installer,Stopped,Manual
LASEXCH04,Message Queuing,Running,Automatic
LASEXCH04,Network Access Protection Agent,Stopped,Manual
LASEXCH04,Network Connectivity Assistant,Stopped,Manual
LASEXCH04,Network Connection Broker,Running,Manual
LASEXCH04,Netlogon,Running,Automatic
LASEXCH04,Network Connections,Stopped,Manual
LASEXCH04,Net.Msmq Listener Adapter,Running,Automatic
LASEXCH04,Net.Pipe Listener Adapter,Running,Automatic
LASEXCH04,Network List Service,Running,Manual
LASEXCH04,Net.Tcp Listener Adapter,Running,Automatic
LASEXCH04,Net.Tcp Port Sharing Service,Running,Automatic
LASEXCH04,Network Location Awareness,Running,Automatic
LASEXCH04,Network Store Interface Service,Running,Automatic
LASEXCH04,Performance Counter DLL Host,Stopped,Manual
LASEXCH04,Performance Logs & Alerts,Running,Manual
LASEXCH04,Plug and Play,Running,Manual
LASEXCH04,IPsec Policy Agent,Running,Manual
LASEXCH04,Power,Running,Automatic
LASEXCH04,Printer Extensions and Notifications,Stopped,Manual
LASEXCH04,User Profile Service,Running,Automatic
LASEXCH04,Remote Access Auto Connection Manager,Stopped,Manual
LASEXCH04,Remote Access Connection Manager,Stopped,Manual
LASEXCH04,Routing and Remote Access,Stopped,Disabled
LASEXCH04,Remote Registry,Running,Manual
LASEXCH04,RPC Endpoint Mapper,Running,Automatic
LASEXCH04,RPC/HTTP Load Balancing Service,Stopped,Manual
LASEXCH04,Remote Procedure Call (RPC) Locator,Stopped,Manual
LASEXCH04,Remote Procedure Call (RPC),Running,Automatic
LASEXCH04,Resultant Set of Policy Provider,Stopped,Manual
LASEXCH04,Special Administration Console Helper,Stopped,Manual
LASEXCH04,Security Accounts Manager,Running,Automatic
LASEXCH04,Smart Card,Stopped,Disabled
LASEXCH04,Smart Card Device Enumeration Service,Stopped,Manual
LASEXCH04,Task Scheduler,Running,Automatic
LASEXCH04,Smart Card Removal Policy,Stopped,Manual
LASEXCH04,Tracing Service for Search in Exchange ,Running,Automatic
LASEXCH04,Secondary Logon,Stopped,Manual
LASEXCH04,System Event Notification Service,Running,Automatic
LASEXCH04,Symantec Endpoint Protection,Running,Automatic
LASEXCH04,Remote Desktop Configuration,Running,Manual
LASEXCH04,Internet Connection Sharing (ICS),Stopped,Disabled
LASEXCH04,Shell Hardware Detection,Running,Automatic
LASEXCH04,SMB Witness,Stopped,Manual
LASEXCH04,Symantec Management Client,Running,Manual
LASEXCH04,Microsoft Storage Spaces SMP,Stopped,Manual
LASEXCH04,Symantec Network Access Control,Stopped,Manual
LASEXCH04,SNMP Trap,Stopped,Manual
LASEXCH04,Print Spooler,Running,Automatic
LASEXCH04,Software Protection,Stopped,Automatic
LASEXCH04,SSDP Discovery,Stopped,Disabled
LASEXCH04,Secure Socket Tunneling Protocol Service,Stopped,Manual
LASEXCH04,Windows Image Acquisition (WIA),Stopped,Manual
LASEXCH04,Spot Verifier,Stopped,Manual
LASEXCH04,Microsoft Software Shadow Copy Provider,Stopped,Manual
LASEXCH04,Superfetch,Stopped,Manual
LASEXCH04,System Events Broker,Running,Automatic
LASEXCH04,Touch Keyboard and Handwriting Panel Service,Stopped,Manual
LASEXCH04,Telephony,Stopped,Manual
LASEXCH04,Remote Desktop Services,Running,Manual
LASEXCH04,Themes,Running,Automatic
LASEXCH04,Thread Ordering Server,Stopped,Manual
LASEXCH04,Storage Tiers Management,Stopped,Manual
LASEXCH04,Time Broker,Running,Manual
LASEXCH04,Track-It! Workstation Manager,Running,Automatic
LASEXCH04,Distributed Link Tracking Client,Running,Automatic
LASEXCH04,Windows Modules Installer,Stopped,Manual
LASEXCH04,User Access Logging Service,Running,Automatic
LASEXCH04,Interactive Services Detection,Stopped,Manual
LASEXCH04,Remote Desktop Services UserMode Port Redirector,Running,Manual
LASEXCH04,UPnP Device Host,Stopped,Disabled
LASEXCH04,Credential Manager,Stopped,Manual
LASEXCH04,Virtual Disk,Stopped,Manual
LASEXCH04,VMware Alias Manager and Ticket Service,Running,Automatic
LASEXCH04,Hyper-V Guest Service Interface,Stopped,Manual
LASEXCH04,Hyper-V Heartbeat Service,Stopped,Manual
LASEXCH04,Hyper-V Data Exchange Service,Stopped,Manual
LASEXCH04,Hyper-V Remote Desktop Virtualization Service,Stopped,Manual
LASEXCH04,Hyper-V Guest Shutdown Service,Stopped,Manual
LASEXCH04,Hyper-V Time Synchronization Service,Stopped,Manual
LASEXCH04,Hyper-V Volume Shadow Copy Requestor,Stopped,Manual
LASEXCH04,VMware Tools,Running,Automatic
LASEXCH04,VMware Snapshot Provider,Stopped,Manual
LASEXCH04,Volume Shadow Copy,Stopped,Manual
LASEXCH04,Windows Time,Running,Manual
LASEXCH04,W3C Logging Service,Stopped,Manual
LASEXCH04,World Wide Web Publishing Service,Running,Automatic
LASEXCH04,Windows Process Activation Service,Running,Manual
LASEXCH04,Windows Connection Manager,Running,Automatic
LASEXCH04,Windows Color System,Stopped,Manual
LASEXCH04,Diagnostic Service Host,Stopped,Manual
LASEXCH04,Diagnostic System Host,Stopped,Manual
LASEXCH04,WebClient,Stopped,Manual
LASEXCH04,Windows Event Collector,Stopped,Manual
LASEXCH04,Windows Encryption Provider Host Service,Stopped,Manual
LASEXCH04,Problem Reports and Solutions Control Panel Support,Stopped,Manual
LASEXCH04,Windows Error Reporting Service,Stopped,Manual
LASEXCH04,Still Image Acquisition Events,Stopped,Manual
LASEXCH04,WinHTTP Web Proxy Auto-Discovery Service,Running,Manual
LASEXCH04,Windows Management Instrumentation,Running,Automatic
LASEXCH04,Windows Remote Management (WS-Management),Running,Automatic
LASEXCH04,Microsoft Account Sign-in Assistant,Stopped,Manual
LASEXCH04,WMI Performance Adapter,Running,Manual
LASEXCH04,Web Management Service,Running,Automatic
LASEXCH04,Portable Device Enumerator Service,Stopped,Manual
LASEXCH04,Microsoft Exchange Server Extension for Windows Server Backup,Stopped,Manual
LASEXCH04,Windows Store Service (WSService),Stopped,Manual
LASEXCH04,Windows Update,Running,Manual
LASEXCH04,Windows Driver Foundation - User-mode Driver Framework,Running,Manual
MachineName,DisplayName,Status,StartType
LASEXCHMGT,Application Experience,Stopped,Manual
LASEXCHMGT,Application Layer Gateway Service,Stopped,Manual
LASEXCHMGT,Application Identity,Stopped,Manual
LASEXCHMGT,Application Information,Running,Manual
LASEXCHMGT,Application Management,Stopped,Manual
LASEXCHMGT,App Readiness,Stopped,Manual
LASEXCHMGT,AppX Deployment Service (AppXSVC),Stopped,Manual
LASEXCHMGT,Windows Audio Endpoint Builder,Stopped,Manual
LASEXCHMGT,Windows Audio,Stopped,Manual
LASEXCHMGT,Base Filtering Engine,Running,Automatic
LASEXCHMGT,Background Intelligent Transfer Service,Running,Manual
LASEXCHMGT,Background Tasks Infrastructure Service,Running,Automatic
LASEXCHMGT,Computer Browser,Stopped,Disabled
LASEXCHMGT,Certificate Propagation,Running,Manual
LASEXCHMGT,COM+ System Application,Running,Manual
LASEXCHMGT,Cryptographic Services,Running,Automatic
LASEXCHMGT,DCOM Server Process Launcher,Running,Automatic
LASEXCHMGT,Optimize drives,Stopped,Manual
LASEXCHMGT,Device Association Service,Stopped,Manual
LASEXCHMGT,Device Install Service,Stopped,Manual
LASEXCHMGT,DHCP Client,Running,Automatic
LASEXCHMGT,Diagnostics Tracking Service,Running,Automatic
LASEXCHMGT,DNS Client,Running,Automatic
LASEXCHMGT,Wired AutoConfig,Stopped,Manual
LASEXCHMGT,Diagnostic Policy Service,Running,Automatic
LASEXCHMGT,Device Setup Manager,Stopped,Manual
LASEXCHMGT,Extensible Authentication Protocol,Stopped,Manual
LASEXCHMGT,Encrypting File System (EFS),Stopped,Manual
LASEXCHMGT,Windows Event Log,Running,Automatic
LASEXCHMGT,COM+ Event System,Running,Automatic
LASEXCHMGT,Function Discovery Provider Host,Stopped,Manual
LASEXCHMGT,Function Discovery Resource Publication,Stopped,Manual
LASEXCHMGT,Windows Font Cache Service,Running,Automatic
LASEXCHMGT,Group Policy Client,Running,Automatic
LASEXCHMGT,Human Interface Device Service,Stopped,Manual
LASEXCHMGT,Health Key and Certificate Management,Stopped,Manual
LASEXCHMGT,Internet Explorer ETW Collector Service,Stopped,Manual
LASEXCHMGT,IKE and AuthIP IPsec Keying Modules,Running,Automatic
LASEXCHMGT,IP Helper,Running,Automatic
LASEXCHMGT,CNG Key Isolation,Stopped,Manual
LASEXCHMGT,KDC Proxy Server service (KPS),Stopped,Manual
LASEXCHMGT,KtmRm for Distributed Transaction Coordinator,Stopped,Manual
LASEXCHMGT,Server,Running,Automatic
LASEXCHMGT,Workstation,Running,Automatic
LASEXCHMGT,Link-Layer Topology Discovery Mapper,Stopped,Manual
LASEXCHMGT,TCP/IP NetBIOS Helper,Running,Automatic
LASEXCHMGT,Local Session Manager,Running,Automatic
LASEXCHMGT,Multimedia Class Scheduler,Stopped,Manual
LASEXCHMGT,Windows Firewall,Running,Automatic
LASEXCHMGT,Distributed Transaction Coordinator,Running,Automatic
LASEXCHMGT,Microsoft iSCSI Initiator Service,Stopped,Manual
LASEXCHMGT,Windows Installer,Stopped,Manual
LASEXCHMGT,Network Access Protection Agent,Stopped,Manual
LASEXCHMGT,Network Connectivity Assistant,Stopped,Manual
LASEXCHMGT,Netlogon,Running,Automatic
LASEXCHMGT,Network Connections,Stopped,Manual
LASEXCHMGT,Network List Service,Running,Manual
LASEXCHMGT,Net.Tcp Port Sharing Service,Stopped,Disabled
LASEXCHMGT,Network Location Awareness,Running,Automatic
LASEXCHMGT,Network Store Interface Service,Running,Automatic
LASEXCHMGT,Performance Counter DLL Host,Stopped,Manual
LASEXCHMGT,Performance Logs & Alerts,Stopped,Manual
LASEXCHMGT,Plug and Play,Running,Manual
LASEXCHMGT,IPsec Policy Agent,Running,Manual
LASEXCHMGT,Power,Running,Automatic
LASEXCHMGT,Printer Extensions and Notifications,Stopped,Manual
LASEXCHMGT,User Profile Service,Running,Automatic
LASEXCHMGT,Remote Access Auto Connection Manager,Stopped,Manual
LASEXCHMGT,Remote Access Connection Manager,Stopped,Manual
LASEXCHMGT,Routing and Remote Access,Stopped,Disabled
LASEXCHMGT,Remote Registry,Stopped,Manual
LASEXCHMGT,RPC Endpoint Mapper,Running,Automatic
LASEXCHMGT,Remote Procedure Call (RPC) Locator,Stopped,Manual
LASEXCHMGT,Remote Procedure Call (RPC),Running,Automatic
LASEXCHMGT,Resultant Set of Policy Provider,Stopped,Manual
LASEXCHMGT,Special Administration Console Helper,Stopped,Manual
LASEXCHMGT,Security Accounts Manager,Running,Automatic
LASEXCHMGT,Smart Card,Stopped,Disabled
LASEXCHMGT,Smart Card Device Enumeration Service,Stopped,Manual
LASEXCHMGT,Task Scheduler,Running,Automatic
LASEXCHMGT,Smart Card Removal Policy,Stopped,Manual
LASEXCHMGT,Secondary Logon,Stopped,Manual
LASEXCHMGT,System Event Notification Service,Running,Automatic
LASEXCHMGT,Symantec Endpoint Protection,Running,Automatic
LASEXCHMGT,Remote Desktop Configuration,Running,Manual
LASEXCHMGT,Internet Connection Sharing (ICS),Stopped,Disabled
LASEXCHMGT,Shell Hardware Detection,Running,Automatic
LASEXCHMGT,Symantec Auto-upgrade Agent,Stopped,Manual
LASEXCHMGT,Microsoft Storage Spaces SMP,Stopped,Manual
LASEXCHMGT,Symantec Network Access Control,Stopped,Manual
LASEXCHMGT,SNMP Trap,Stopped,Manual
LASEXCHMGT,Print Spooler,Running,Automatic
LASEXCHMGT,Software Protection,Stopped,Automatic
LASEXCHMGT,SSDP Discovery,Stopped,Disabled
LASEXCHMGT,Secure Socket Tunneling Protocol Service,Stopped,Manual
LASEXCHMGT,Spot Verifier,Stopped,Manual
LASEXCHMGT,Microsoft Software Shadow Copy Provider,Stopped,Manual
LASEXCHMGT,Superfetch,Stopped,Manual
LASEXCHMGT,System Events Broker,Running,Automatic
LASEXCHMGT,Telephony,Stopped,Manual
LASEXCHMGT,Remote Desktop Services,Running,Manual
LASEXCHMGT,Themes,Running,Automatic
LASEXCHMGT,Thread Ordering Server,Stopped,Manual
LASEXCHMGT,Storage Tiers Management,Stopped,Manual
LASEXCHMGT,Track-It! Workstation Manager,Running,Automatic
LASEXCHMGT,Distributed Link Tracking Client,Running,Automatic
LASEXCHMGT,Windows Modules Installer,Stopped,Manual
LASEXCHMGT,User Access Logging Service,Running,Automatic
LASEXCHMGT,Interactive Services Detection,Stopped,Manual
LASEXCHMGT,Remote Desktop Services UserMode Port Redirector,Running,Manual
LASEXCHMGT,UPnP Device Host,Stopped,Disabled
LASEXCHMGT,Credential Manager,Stopped,Manual
LASEXCHMGT,Virtual Disk,Stopped,Manual
LASEXCHMGT,VMware Alias Manager and Ticket Service,Running,Automatic
LASEXCHMGT,Hyper-V Guest Service Interface,Stopped,Manual
LASEXCHMGT,Hyper-V Heartbeat Service,Stopped,Manual
LASEXCHMGT,Hyper-V Data Exchange Service,Stopped,Manual
LASEXCHMGT,Hyper-V Remote Desktop Virtualization Service,Stopped,Manual
LASEXCHMGT,Hyper-V Guest Shutdown Service,Stopped,Manual
LASEXCHMGT,Hyper-V Time Synchronization Service,Stopped,Manual
LASEXCHMGT,Hyper-V Volume Shadow Copy Requestor,Stopped,Manual
LASEXCHMGT,VMware Tools,Running,Automatic
LASEXCHMGT,VMware Snapshot Provider,Stopped,Manual
LASEXCHMGT,Volume Shadow Copy,Stopped,Manual
LASEXCHMGT,Windows Time,Running,Manual
LASEXCHMGT,Windows Connection Manager,Running,Automatic
LASEXCHMGT,Windows Color System,Stopped,Manual
LASEXCHMGT,Diagnostic Service Host,Stopped,Manual
LASEXCHMGT,Diagnostic System Host,Stopped,Manual
LASEXCHMGT,Windows Event Collector,Stopped,Manual
LASEXCHMGT,Windows Encryption Provider Host Service,Stopped,Manual
LASEXCHMGT,Problem Reports and Solutions Control Panel Support,Stopped,Manual
LASEXCHMGT,Windows Error Reporting Service,Stopped,Manual
LASEXCHMGT,WinHTTP Web Proxy Auto-Discovery Service,Stopped,Manual
LASEXCHMGT,Windows Management Instrumentation,Running,Automatic
LASEXCHMGT,Windows Remote Management (WS-Management),Running,Automatic
LASEXCHMGT,WMI Performance Adapter,Stopped,Manual
LASEXCHMGT,Portable Device Enumerator Service,Stopped,Manual
LASEXCHMGT,Windows Store Service (WSService),Stopped,Manual
LASEXCHMGT,Windows Update,Stopped,Manual
LASEXCHMGT,Windows Driver Foundation - User-mode Driver Framework,Stopped,Manual
MachineName,DisplayName,Status,StartType
LASEXDB01,Application Experience,Stopped,Manual
LASEXDB01,Application Layer Gateway Service,Stopped,Manual
LASEXDB01,Application Host Helper Service,Running,Automatic
LASEXDB01,Application Identity,Stopped,Manual
LASEXDB01,Application Information,Stopped,Manual
LASEXDB01,Application Management,Stopped,Manual
LASEXDB01,ASP.NET State Service,Stopped,Manual
LASEXDB01,Windows Audio Endpoint Builder,Stopped,Manual
LASEXDB01,Windows Audio,Stopped,Manual
LASEXDB01,Base Filtering Engine,Running,Automatic
LASEXDB01,Background Intelligent Transfer Service,Stopped,Manual
LASEXDB01,Computer Browser,Stopped,Disabled
LASEXDB01,Certificate Propagation,Running,Manual
LASEXDB01,HP Insight Event Notifier,Stopped,Disabled
LASEXDB01,HP Smart Array SAS/SATA Event Notification Service,Running,Automatic
LASEXDB01,Microsoft .NET Framework NGEN v2.0.50727_X86,Stopped,Disabled
LASEXDB01,Microsoft .NET Framework NGEN v2.0.50727_X64,Stopped,Disabled
LASEXDB01,Microsoft .NET Framework NGEN v4.0.30319_X86,Stopped,Automatic
LASEXDB01,Microsoft .NET Framework NGEN v4.0.30319_X64,Stopped,Automatic
LASEXDB01,Cluster Service,Running,Automatic
LASEXDB01,COM+ System Application,Stopped,Manual
LASEXDB01,HP Insight NIC Agents,Running,Automatic
LASEXDB01,HP ProLiant Remote Monitor Service,Running,Automatic
LASEXDB01,HP Version Control Agent,Running,Automatic
LASEXDB01,HP Insight Foundation Agents,Running,Automatic
LASEXDB01,HP Insight Server Agents,Running,Automatic
LASEXDB01,HP Insight Storage Agents,Running,Automatic
LASEXDB01,Cryptographic Services,Running,Automatic
LASEXDB01,DCOM Server Process Launcher,Running,Automatic
LASEXDB01,Disk Defragmenter,Stopped,Manual
LASEXDB01,DHCP Client,Running,Automatic
LASEXDB01,Diagnostics Tracking Service,Running,Automatic
LASEXDB01,DNS Client,Running,Automatic
LASEXDB01,Wired AutoConfig,Stopped,Manual
LASEXDB01,Diagnostic Policy Service,Running,Automatic
LASEXDB01,Extensible Authentication Protocol,Stopped,Manual
LASEXDB01,Encrypting File System (EFS),Stopped,Manual
LASEXDB01,Windows Event Log,Running,Automatic
LASEXDB01,COM+ Event System,Running,Automatic
LASEXDB01,Microsoft Fibre Channel Platform Registration Service,Stopped,Manual
LASEXDB01,Function Discovery Provider Host,Stopped,Manual
LASEXDB01,Function Discovery Resource Publication,Stopped,Manual
LASEXDB01,Windows Font Cache Service,Running,Automatic
LASEXDB01,Windows Presentation Foundation Font Cache 3.0.0.0,Stopped,Manual
LASEXDB01,Group Policy Client,Running,Automatic
LASEXDB01,Commvault Client Manager Service (Instance001),Running,Automatic
LASEXDB01,Commvault Communications Service (Instance001),Running,Automatic
LASEXDB01,Human Interface Device Access,Stopped,Manual
LASEXDB01,Health Key and Certificate Management,Stopped,Manual
LASEXDB01,HP WMI Storage Providers,Running,Automatic
LASEXDB01,Windows CardSpace,Stopped,Manual
LASEXDB01,IIS Admin Service,Running,Automatic
LASEXDB01,IKE and AuthIP IPsec Keying Modules,Running,Automatic
LASEXDB01,PnP-X IP Bus Enumerator,Stopped,Disabled
LASEXDB01,IP Helper,Running,Automatic
LASEXDB01,CNG Key Isolation,Stopped,Manual
LASEXDB01,KtmRm for Distributed Transaction Coordinator,Stopped,Manual
LASEXDB01,Server,Running,Automatic
LASEXDB01,Workstation,Running,Automatic
LASEXDB01,Link-Layer Topology Discovery Mapper,Stopped,Manual
LASEXDB01,TCP/IP NetBIOS Helper,Running,Automatic
LASEXDB01,Multimedia Class Scheduler,Stopped,Manual
LASEXDB01,Windows Firewall,Running,Automatic
LASEXDB01,Distributed Transaction Coordinator,Running,Automatic
LASEXDB01,Microsoft Exchange Address Book,Running,Automatic
LASEXDB01,Microsoft Exchange Active Directory Topology,Running,Automatic
LASEXDB01,Microsoft Exchange Forms-Based Authentication service,Running,Automatic
LASEXDB01,Microsoft Exchange File Distribution,Running,Automatic
LASEXDB01,Microsoft Exchange IMAP4,Stopped,Manual
LASEXDB01,Microsoft Exchange Information Store,Running,Automatic
LASEXDB01,Microsoft Exchange Mailbox Assistants,Running,Automatic
LASEXDB01,Microsoft Exchange Mailbox Replication,Running,Automatic
LASEXDB01,Microsoft Exchange Mail Submission,Running,Automatic
LASEXDB01,Microsoft Exchange Monitoring,Stopped,Manual
LASEXDB01,Microsoft Exchange POP3,Stopped,Manual
LASEXDB01,Microsoft Exchange Protected Service Host,Running,Automatic
LASEXDB01,Microsoft Exchange Replication,Running,Automatic
LASEXDB01,Microsoft Exchange RPC Client Access,Running,Automatic
LASEXDB01,Microsoft Exchange System Attendant,Running,Automatic
LASEXDB01,Microsoft Exchange Search Indexer,Running,Automatic
LASEXDB01,Microsoft Exchange Service Host,Running,Automatic
LASEXDB01,Microsoft Exchange Throttling,Running,Automatic
LASEXDB01,Microsoft Exchange Transport Log Search,Running,Automatic
LASEXDB01,Microsoft Search  (Exchange),Running,Manual
LASEXDB01,Microsoft iSCSI Initiator Service,Stopped,Manual
LASEXDB01,Windows Installer,Stopped,Manual
LASEXDB01,Network Access Protection Agent,Stopped,Manual
LASEXDB01,Netlogon,Running,Automatic
LASEXDB01,Network Connections,Running,Manual
LASEXDB01,Net.Msmq Listener Adapter,Stopped,Disabled
LASEXDB01,Net.Pipe Listener Adapter,Running,Automatic
LASEXDB01,Network List Service,Running,Manual
LASEXDB01,Net.Tcp Listener Adapter,Running,Automatic
LASEXDB01,Net.Tcp Port Sharing Service,Running,Automatic
LASEXDB01,Network Location Awareness,Running,Automatic
LASEXDB01,Network Store Interface Service,Running,Automatic
LASEXDB01,Office 64 Source Engine,Stopped,Manual
LASEXDB01,Office Software Protection Platform,Stopped,Manual
LASEXDB01,Performance Counter DLL Host,Stopped,Manual
LASEXDB01,Performance Logs & Alerts,Stopped,Manual
LASEXDB01,Plug and Play,Running,Automatic
LASEXDB01,IPsec Policy Agent,Running,Manual
LASEXDB01,Power,Running,Automatic
LASEXDB01,User Profile Service,Running,Automatic
LASEXDB01,Protected Storage,Stopped,Manual
LASEXDB01,Remote Access Auto Connection Manager,Stopped,Manual
LASEXDB01,Remote Access Connection Manager,Stopped,Manual
LASEXDB01,Routing and Remote Access,Stopped,Disabled
LASEXDB01,Remote Registry,Stopped,Manual
LASEXDB01,RPC Endpoint Mapper,Running,Automatic
LASEXDB01,RPC/HTTP Load Balancing Service,Running,Manual
LASEXDB01,Remote Procedure Call (RPC) Locator,Stopped,Manual
LASEXDB01,Remote Procedure Call (RPC),Running,Automatic
LASEXDB01,Resultant Set of Policy Provider,Stopped,Manual
LASEXDB01,Special Administration Console Helper,Stopped,Manual
LASEXDB01,Security Accounts Manager,Running,Automatic
LASEXDB01,Smart Card,Stopped,Manual
LASEXDB01,Task Scheduler,Running,Automatic
LASEXDB01,Smart Card Removal Policy,Stopped,Manual
LASEXDB01,Secondary Logon,Stopped,Manual
LASEXDB01,System Event Notification Service,Running,Automatic
LASEXDB01,Symantec Endpoint Protection,Running,Automatic
LASEXDB01,Remote Desktop Configuration,Running,Manual
LASEXDB01,Internet Connection Sharing (ICS),Stopped,Disabled
LASEXDB01,Shell Hardware Detection,Stopped,Automatic
LASEXDB01,Symantec Auto-upgrade Agent,Stopped,Manual
LASEXDB01,Symantec Network Access Control,Stopped,Manual
LASEXDB01,SNMP Service,Running,Automatic
LASEXDB01,SNMP Trap,Stopped,Manual
LASEXDB01,Print Spooler,Running,Automatic
LASEXDB01,Software Protection,Stopped,Automatic
LASEXDB01,SPP Notification Service,Stopped,Manual
LASEXDB01,SSDP Discovery,Stopped,Disabled
LASEXDB01,Secure Socket Tunneling Protocol Service,Stopped,Manual
LASEXDB01,Microsoft Software Shadow Copy Provider,Stopped,Manual
LASEXDB01,HP ProLiant System Shutdown Service,Running,Automatic
LASEXDB01,HP System Management Homepage,Stopped,Disabled
LASEXDB01,Telephony,Stopped,Manual
LASEXDB01,Remote Desktop Services,Running,Manual
LASEXDB01,Thread Ordering Server,Stopped,Manual
LASEXDB01,Track-It! Workstation Manager,Running,Automatic
LASEXDB01,Distributed Link Tracking Client,Running,Automatic
LASEXDB01,Windows Modules Installer,Stopped,Manual
LASEXDB01,Interactive Services Detection,Stopped,Manual
LASEXDB01,Remote Desktop Services UserMode Port Redirector,Running,Manual
LASEXDB01,UPnP Device Host,Stopped,Disabled
LASEXDB01,Desktop Window Manager Session Manager,Running,Automatic
LASEXDB01,Credential Manager,Stopped,Manual
LASEXDB01,Virtual Disk,Stopped,Manual
LASEXDB01,Volume Shadow Copy,Stopped,Manual
LASEXDB01,Windows Time,Running,Manual
LASEXDB01,World Wide Web Publishing Service,Running,Automatic
LASEXDB01,Windows Process Activation Service,Running,Manual
LASEXDB01,Windows Color System,Stopped,Manual
LASEXDB01,Diagnostic Service Host,Stopped,Manual
LASEXDB01,Diagnostic System Host,Stopped,Manual
LASEXDB01,Windows Event Collector,Stopped,Manual
LASEXDB01,Problem Reports and Solutions Control Panel Support,Stopped,Manual
LASEXDB01,Windows Error Reporting Service,Stopped,Manual
LASEXDB01,WinHTTP Web Proxy Auto-Discovery Service,Stopped,Manual
LASEXDB01,Windows Management Instrumentation,Running,Automatic
LASEXDB01,Windows Remote Management (WS-Management),Running,Automatic
LASEXDB01,WMI Performance Adapter,Stopped,Manual
LASEXDB01,Portable Device Enumerator Service,Stopped,Manual
LASEXDB01,Microsoft Exchange Server Extension for Windows Server Backup,Stopped,Manual
LASEXDB01,Windows Update,Running,Automatic
LASEXDB01,Windows Driver Foundation - User-mode Driver Framework,Stopped,Manual
MachineName,DisplayName,Status,StartType
LASEXDB02,Application Experience,Running,Manual
LASEXDB02,Application Layer Gateway Service,Stopped,Manual
LASEXDB02,Application Host Helper Service,Running,Automatic
LASEXDB02,Application Identity,Stopped,Manual
LASEXDB02,Application Information,Stopped,Manual
LASEXDB02,Application Management,Stopped,Manual
LASEXDB02,ASP.NET State Service,Stopped,Manual
LASEXDB02,Windows Audio Endpoint Builder,Stopped,Manual
LASEXDB02,Windows Audio,Stopped,Manual
LASEXDB02,Base Filtering Engine,Running,Automatic
LASEXDB02,Background Intelligent Transfer Service,Stopped,Manual
LASEXDB02,Computer Browser,Stopped,Disabled
LASEXDB02,Certificate Propagation,Running,Manual
LASEXDB02,HP Insight Event Notifier,Stopped,Disabled
LASEXDB02,HP Smart Array SAS/SATA Event Notification Service,Running,Automatic
LASEXDB02,Microsoft .NET Framework NGEN v2.0.50727_X86,Stopped,Disabled
LASEXDB02,Microsoft .NET Framework NGEN v2.0.50727_X64,Stopped,Disabled
LASEXDB02,Microsoft .NET Framework NGEN v4.0.30319_X86,Stopped,Automatic
LASEXDB02,Microsoft .NET Framework NGEN v4.0.30319_X64,Running,Automatic
LASEXDB02,Cluster Service,Running,Automatic
LASEXDB02,COM+ System Application,Stopped,Manual
LASEXDB02,HP Insight NIC Agents,Running,Automatic
LASEXDB02,HP ProLiant Remote Monitor Service,Running,Automatic
LASEXDB02,HP Version Control Agent,Running,Automatic
LASEXDB02,HP Insight Foundation Agents,Running,Automatic
LASEXDB02,HP Insight Server Agents,Running,Automatic
LASEXDB02,HP Insight Storage Agents,Running,Automatic
LASEXDB02,Cryptographic Services,Running,Automatic
LASEXDB02,DCOM Server Process Launcher,Running,Automatic
LASEXDB02,Disk Defragmenter,Stopped,Manual
LASEXDB02,DHCP Client,Running,Automatic
LASEXDB02,Diagnostics Tracking Service,Running,Automatic
LASEXDB02,DNS Client,Running,Automatic
LASEXDB02,Wired AutoConfig,Stopped,Manual
LASEXDB02,Diagnostic Policy Service,Running,Automatic
LASEXDB02,Extensible Authentication Protocol,Stopped,Manual
LASEXDB02,Encrypting File System (EFS),Stopped,Manual
LASEXDB02,Windows Event Log,Running,Automatic
LASEXDB02,COM+ Event System,Running,Automatic
LASEXDB02,Microsoft Fibre Channel Platform Registration Service,Stopped,Manual
LASEXDB02,Function Discovery Provider Host,Stopped,Manual
LASEXDB02,Function Discovery Resource Publication,Stopped,Manual
LASEXDB02,Windows Font Cache Service,Running,Automatic
LASEXDB02,Windows Presentation Foundation Font Cache 3.0.0.0,Stopped,Manual
LASEXDB02,Group Policy Client,Running,Automatic
LASEXDB02,Commvault Client Manager Service (Instance001),Running,Automatic
LASEXDB02,Commvault Communications Service (Instance001),Running,Automatic
LASEXDB02,Human Interface Device Access,Stopped,Manual
LASEXDB02,Health Key and Certificate Management,Stopped,Manual
LASEXDB02,HP WMI Storage Providers,Running,Automatic
LASEXDB02,Windows CardSpace,Stopped,Manual
LASEXDB02,IIS Admin Service,Running,Automatic
LASEXDB02,IKE and AuthIP IPsec Keying Modules,Running,Automatic
LASEXDB02,PnP-X IP Bus Enumerator,Stopped,Disabled
LASEXDB02,IP Helper,Running,Automatic
LASEXDB02,CNG Key Isolation,Stopped,Manual
LASEXDB02,KtmRm for Distributed Transaction Coordinator,Stopped,Manual
